category,comparison,seed,baseline,candidate,primary_V_selected,test_reselection,baseline_mean,candidate_mean,difference,gain_pct,n_seeds,n_origins,n_series,bootstrap_seed,reps,block,zero_denominator_draws,positive_favors,method,quantile_method,aggregation,scope,difference_ci_low,difference_ci_high,gain_pct_ci_low,gain_pct_ci_high
Q,candidate_vs_V_selected,92201,"""Q_IO16""","""Q_FORECAST""",True,False,0.16340966527340536,0.16400869186801129,-0.0005990265946059286,-0.36657965953463045,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0009767903277357478,-0.00038305933076847245,-0.5940849789696596,-0.24161587775205987
Q,candidate_vs_V_selected,92202,"""Q_IO16""","""Q_FORECAST""",True,False,0.1632919709427615,0.16349993717779795,-0.00020796623503648292,-0.12735851850877655,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0006452824394922816,0.00010133750658624699,-0.41399716580312623,0.06364044755997462
Q,candidate_vs_V_selected,score_mean,"[""Q_IO16"", ""Q_IO16""]","[""Q_FORECAST"", ""Q_FORECAST""]",True,False,0.16335081810808344,0.16375431452290462,-0.0004034964148212058,-0.24701217875396653,2,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0006588880429509549,-0.00028639155187629167,-0.4215009625656871,-0.17325239302839554
Q,diagnostic_vs_Q_FP,92201,"""Q_FP""","""Q_FORECAST""",False,False,0.16334320830040147,0.16400869186801129,-0.0006654835676097829,-0.40741428709169486,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0010979248947203864,-0.00045422272627914056,-0.6737321405776325,-0.28400046815853486
Q,diagnostic_vs_Q_FP,92202,"""Q_FP""","""Q_FORECAST""",False,False,0.16320615516099837,0.16349993717779795,-0.0002937820167995933,-0.18000670165275656,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0007799047210591486,1.5663617754784578e-05,-0.5039590031281265,0.009452162689033788
Q,diagnostic_vs_Q_FP,score_mean,"[""Q_FP"", ""Q_FP""]","[""Q_FORECAST"", ""Q_FORECAST""]",False,False,0.1632746817306999,0.16375431452290462,-0.0004796327922046886,-0.29375821598340623,2,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-0.0008046728098079191,-0.00034279935521396775,-0.5088714110982246,-0.20667985999263433
Q,diagnostic_vs_Q_STD,92201,"""Q_STD""","""Q_FORECAST""",False,False,0.16447252746022326,0.16400869186801129,0.0004638355922119858,0.2820140234813147,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,2.986784267090185e-05,0.0006978884055912007,0.016984627122726283,0.4351780168763461
Q,diagnostic_vs_Q_STD,92202,"""Q_STD""","""Q_FORECAST""",False,False,0.16397335891466658,0.16349993717779795,0.00047342173686858917,0.28871869186686766,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,0.00034520256120582234,0.0005453689320255411,0.2177052630332894,0.3334922843901358
Q,diagnostic_vs_Q_STD,score_mean,"[""Q_STD"", ""Q_STD""]","[""Q_FORECAST"", ""Q_FORECAST""]",False,False,0.1642229431874449,0.16375431452290462,0.0004686286645402868,0.28536126283243607,2,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,0.00022290367096404343,0.0005907718635206507,0.13736835931600663,0.36979189598913154
Q,diagnostic_vs_Q_LOFTQ,92201,"""Q_LOFTQ""","""Q_FORECAST""",False,False,0.16433299526935635,0.16400869186801129,0.0003243034013450938,0.19734527494830345,1,866,16,92200,2000,56,0,candidate,paired_non_circular_moving_block_percentile,linear,equal_series_and_fixed_seed_score_mean,origin uncertainty conditional on fixed seeds and series; not optimizer-population uncertainty,-7.652818693990362e-05,0.0005668835238329596,-0.04730987767894589,0.3572988526852704
